,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
18304,hamburger meat,potted plants,rum,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18305,bottled beer,detergent,frankfurter,meat,mustard,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
18306,rolls/buns,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18307,other vegetables,waffles,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308,coffee,hamburger meat,onions,other vegetables,rolls/buns,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,
18309,berries,curd,long life bakery product,sausage,specialty bar,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
18310,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18311,chicken,chocolate,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18312,bottled water,frankfurter,napkins,rolls/buns,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18313,bottled beer,hard cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18314,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18315,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18316,sauces,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18317,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18318,pip fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18319,frozen vegetables,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18320,frozen dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18321,beef,root vegetables,shopping bags,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18322,Instant food products,frankfurter,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18323,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18324,berries,curd,frozen vegetables,pastry,pip fruit,root vegetables,soft cheese,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,
18325,berries,chicken,cling film/bags,coffee,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
18326,frankfurter,pastry,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18327,frozen fish,rolls/buns,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18328,candles,ice cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18329,dishes,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18330,long life bakery product,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18331,domestic eggs,fruit/vegetable juice,root vegetables,soda,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18332,butter,frozen fruits,other vegetables,processed cheese,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
18333,canned beer,newspapers,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18334,misc. beverages,shopping bags,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18335,berries,butter milk,grapes,potted plants,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
18336,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337,bottled beer,bottled water,fruit/vegetable juice,ice cream,pip fruit,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
18338,chewing gum,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18339,artif. sweetener,bottled water,brown bread,chicken,citrus fruit,domestic eggs,frankfurter,napkins,packaged fruit/vegetables,root vegetables,waffles,,,,,,,,,,,,,,,,,,,,,
18340,butter milk,curd,frankfurter,frozen meals,fruit/vegetable juice,oil,onions,root vegetables,shopping bags,soda,whole milk,,,,,,,,,,,,,,,,,,,,,
18341,bottled water,citrus fruit,frankfurter,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
18342,rolls/buns,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18343,bottled water,butter,cat food,dish cleaner,meat,napkins,shopping bags,soft cheese,specialty chocolate,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,
18344,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18345,chocolate,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18346,white wine,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18347,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18348,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18349,chocolate,citrus fruit,curd,hygiene articles,other vegetables,pastry,sausage,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,
18350,detergent,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18351,rolls/buns,sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18352,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18353,canned fish,cling film/bags,frankfurter,hygiene articles,ice cream,processed cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
18354,candy,margarine,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18355,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18356,organic sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18357,canned beer,chicken,fruit/vegetable juice,pork,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
18358,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18359,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18360,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18361,condensed milk,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18362,beef,coffee,frankfurter,frozen vegetables,grapes,hamburger meat,hygiene articles,long life bakery product,mayonnaise,misc. beverages,soda,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,
18363,candy,chocolate,citrus fruit,dessert,frozen fish,margarine,pickled vegetables,pork,root vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
18364,chocolate,newspapers,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18365,chewing gum,curd,newspapers,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18366,hard cheese,other vegetables,pastry,rolls/buns,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
18367,UHT-milk,bathroom cleaner,beef,bottled water,chocolate marshmallow,ketchup,mustard,napkins,newspapers,onions,other vegetables,pork,root vegetables,sausage,sliced cheese,soda,tropical fruit,waffles,,,,,,,,,,,,,,
18368,chocolate,frozen meals,long life bakery product,shopping bags,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
18369,candy,canned vegetables,hard cheese,napkins,other vegetables,pip fruit,rolls/buns,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,
18370,UHT-milk,bottled water,citrus fruit,fruit/vegetable juice,misc. beverages,napkins,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,
18371,frozen meals,ice cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18372,frozen vegetables,ice cream,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18373,curd,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18374,beef,chicken,fruit/vegetable juice,meat,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18375,cat food,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18376,bottled water,dish cleaner,dog food,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18377,citrus fruit,other vegetables,pork,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18378,canned beer,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18379,bottled water,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18380,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18381,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18382,cake bar,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18383,UHT-milk,baking powder,beef,chicken,cleaner,detergent,frozen vegetables,house keeping products,other vegetables,pasta,vinegar,whole milk,,,,,,,,,,,,,,,,,,,,
18384,butter milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18385,chocolate marshmallow,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18386,brown bread,frozen meals,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18387,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18388,bottled beer,citrus fruit,curd,onions,root vegetables,sausage,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
18389,white bread,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18390,UHT-milk,bottled water,cake bar,margarine,pip fruit,semi-finished bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
18391,bottled water,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18392,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18393,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18394,chocolate,citrus fruit,frozen vegetables,margarine,processed cheese,rolls/buns,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
18395,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18396,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18397,pork,root vegetables,salty snack,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18398,UHT-milk,other vegetables,soda,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18399,bottled beer,brown bread,margarine,other vegetables,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
18400,meat,napkins,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18401,napkins,potted plants,prosecco,rolls/buns,soft cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18402,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18403,Instant food products,spices,tropical fruit,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18404,beverages,bottled water,frozen meals,hard cheese,light bulbs,rolls/buns,shopping bags,tea,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,
18405,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18406,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18407,brandy,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18408,UHT-milk,butter milk,other vegetables,pork,sausage,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,
18409,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18410,bottled water,canned beer,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18411,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18412,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18413,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18414,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18415,pastry,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18416,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18417,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18418,bottled beer,bottled water,frozen dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18419,baking powder,citrus fruit,curd,hamburger meat,herbs,meat,other vegetables,pastry,rice,rolls/buns,root vegetables,turkey,whole milk,yogurt,,,,,,,,,,,,,,,,,,
18420,bottled water,citrus fruit,rolls/buns,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
18421,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18422,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18423,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18424,baking powder,bottled water,newspapers,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18425,bottled beer,bottled water,chicken,chocolate,fruit/vegetable juice,grapes,napkins,rolls/buns,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,
18426,dessert,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18427,cream cheese,processed cheese,rolls/buns,shopping bags,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18428,bottled water,citrus fruit,curd,napkins,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
18429,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18430,canned beer,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18431,baking powder,pip fruit,rolls/buns,sugar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432,bottled beer,dishes,pork,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
18433,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18434,citrus fruit,frozen fish,long life bakery product,newspapers,onions,other vegetables,pip fruit,potted plants,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
18435,candles,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18436,UHT-milk,chicken,root vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18437,flour,herbs,meat,onions,other vegetables,root vegetables,seasonal products,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,
18438,flour,other vegetables,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18439,grapes,ham,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18440,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18441,bottled water,pastry,rolls/buns,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18442,cream cheese,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18443,butter milk,citrus fruit,oil,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18444,dish cleaner,domestic eggs,other vegetables,pasta,pastry,pip fruit,soups,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
18445,beef,bottled beer,other vegetables,rolls/buns,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
18446,canned fish,cream cheese,fruit/vegetable juice,pastry,shopping bags,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
18447,bottled beer,rolls/buns,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18448,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18449,domestic eggs,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18450,beef,butter,chicken,citrus fruit,curd,domestic eggs,frozen meals,herbs,onions,other vegetables,root vegetables,sausage,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,
18451,bottled beer,bottled water,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18452,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18453,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18454,UHT-milk,brown bread,cake bar,canned vegetables,chocolate,dessert,domestic eggs,meat spreads,rolls/buns,specialty chocolate,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,
18455,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18456,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18457,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18458,fruit/vegetable juice,long life bakery product,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18459,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18460,domestic eggs,frankfurter,grapes,meat,pork,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,
18461,long life bakery product,napkins,tropical fruit,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
18462,brown bread,cream cheese,frozen fish,pork,sauces,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18463,chicken,other vegetables,shopping bags,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18464,cat food,chicken,curd cheese,pork,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
18465,canned fish,newspapers,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18466,fruit/vegetable juice,newspapers,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18467,beef,brown bread,citrus fruit,hygiene articles,long life bakery product,margarine,napkins,potted plants,sausage,soda,yogurt,,,,,,,,,,,,,,,,,,,,,
18468,condensed milk,sausage,soda,specialty chocolate,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
18469,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18470,coffee,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18471,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18472,bottled beer,brown bread,frankfurter,margarine,meat,other vegetables,sausage,turkey,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,
18473,brown bread,butter,citrus fruit,frozen vegetables,herbs,pip fruit,semi-finished bread,turkey,,,,,,,,,,,,,,,,,,,,,,,,
18474,beef,bottled water,citrus fruit,rolls/buns,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
18475,red/blush wine,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18476,pastry,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18477,berries,flower (seeds),frozen vegetables,margarine,newspapers,other vegetables,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
18478,citrus fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18479,artif. sweetener,brown bread,meat,newspapers,other vegetables,pastry,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
18480,canned beer,pip fruit,rolls/buns,shopping bags,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
18481,berries,grapes,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18482,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18483,grapes,sausage,seasonal products,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18484,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18485,chicken,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18486,bottled beer,brown bread,citrus fruit,curd,grapes,rolls/buns,sausage,,,,,,,,,,,,,,,,,,,,,,,,,
18487,ice cream,liver loaf,rolls/buns,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
18488,cat food,root vegetables,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18489,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18490,other vegetables,pork,sliced cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18491,butter milk,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18492,rolls/buns,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18493,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18494,canned beer,grapes,meat,other vegetables,rolls/buns,root vegetables,sausage,,,,,,,,,,,,,,,,,,,,,,,,,
18495,bottled water,cake bar,candy,hamburger meat,pasta,snack products,soda,specialty vegetables,waffles,white bread,,,,,,,,,,,,,,,,,,,,,,
18496,bottled water,chewing gum,cream cheese,frankfurter,frozen potato products,grapes,meat spreads,rolls/buns,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,
18497,bottled beer,margarine,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18498,pip fruit,semi-finished bread,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18499,canned beer,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18500,beef,citrus fruit,cling film/bags,dessert,fruit/vegetable juice,napkins,newspapers,oil,other vegetables,root vegetables,shopping bags,whipped/sour cream,,,,,,,,,,,,,,,,,,,,
18501,frozen vegetables,sausage,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18502,berries,brown bread,frozen meals,long life bakery product,margarine,napkins,pork,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,,,
18503,baking powder,canned vegetables,chocolate,hard cheese,napkins,newspapers,oil,other vegetables,pet care,root vegetables,sausage,semi-finished bread,sliced cheese,,,,,,,,,,,,,,,,,,,
18504,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18505,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18506,pet care,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18507,cling film/bags,meat,spices,tropical fruit,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,
18508,brandy,chewing gum,napkins,onions,rolls/buns,sausage,shopping bags,soda,white wine,,,,,,,,,,,,,,,,,,,,,,,
18509,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510,coffee,dishes,liver loaf,napkins,other vegetables,pork,rolls/buns,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,
18511,butter,margarine,other vegetables,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18512,bottled beer,citrus fruit,coffee,frozen dessert,oil,pip fruit,pork,rolls/buns,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,
18513,Instant food products,beef,bottled beer,bottled water,canned fish,chocolate marshmallow,frozen dessert,frozen vegetables,hygiene articles,margarine,other vegetables,pork,processed cheese,rolls/buns,root vegetables,semi-finished bread,snack products,sugar,tropical fruit,waffles,whipped/sour cream,whole milk,yogurt,zwieback,,,,,,,,
18514,beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18515,beef,chocolate marshmallow,pastry,semi-finished bread,specialty chocolate,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18516,domestic eggs,pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18517,berries,brandy,cream cheese,rolls/buns,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
18518,frozen fish,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18519,cream cheese,curd cheese,domestic eggs,fruit/vegetable juice,napkins,other vegetables,sugar,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,
18520,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18521,chewing gum,chicken,cling film/bags,coffee,hygiene articles,kitchen towels,light bulbs,napkins,other vegetables,root vegetables,,,,,,,,,,,,,,,,,,,,,,
18522,UHT-milk,chocolate,newspapers,shopping bags,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
18523,UHT-milk,butter,domestic eggs,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18524,brown bread,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18525,frankfurter,newspapers,pickled vegetables,rolls/buns,root vegetables,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,
18526,other vegetables,whipped/sour cream,white bread,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18527,beef,other vegetables,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528,bottled beer,bottled water,butter,citrus fruit,onions,other vegetables,pip fruit,root vegetables,spices,turkey,whole milk,,,,,,,,,,,,,,,,,,,,,
18529,bottled beer,liquor,processed cheese,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18530,bottled beer,brown bread,cat food,domestic eggs,house keeping products,other vegetables,pip fruit,processed cheese,roll products,root vegetables,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,
18531,cat food,pastry,rolls/buns,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18532,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18533,beef,brown bread,napkins,newspapers,oil,pastry,rolls/buns,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
18534,newspapers,rolls/buns,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18535,coffee,dessert,hamburger meat,pickled vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
18536,baking powder,beverages,butter,grapes,long life bakery product,oil,other vegetables,processed cheese,pudding powder,root vegetables,tropical fruit,turkey,whipped/sour cream,,,,,,,,,,,,,,,,,,,
18537,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18538,bottled water,citrus fruit,flower (seeds),frankfurter,oil,other vegetables,pork,rolls/buns,sausage,specialty chocolate,whole milk,,,,,,,,,,,,,,,,,,,,,
18539,beef,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18540,berries,flour,soda,sugar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
18541,kitchen utensil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18542,chocolate,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18543,bottled water,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18544,chicken,coffee,pork,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
18545,bottled water,brown bread,butter,fruit/vegetable juice,long life bakery product,newspapers,soda,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
18546,brown bread,long life bakery product,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18547,butter,chocolate marshmallow,citrus fruit,frankfurter,frozen meals,frozen vegetables,ice cream,popcorn,rolls/buns,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
18548,bottled water,detergent,frankfurter,margarine,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18549,curd,herbs,house keeping products,napkins,other vegetables,pip fruit,rum,shopping bags,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,
18550,berries,butter,chicken,chocolate,fruit/vegetable juice,organic sausage,sausage,soda,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,
18551,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18552,brown bread,butter,curd,domestic eggs,flour,frankfurter,house keeping products,pickled vegetables,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,
18553,citrus fruit,domestic eggs,newspapers,salt,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
18554,chewing gum,domestic eggs,hard cheese,misc. beverages,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,
18555,chicken,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18556,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18557,berries,female sanitary products,grapes,ham,hard cheese,long life bakery product,potted plants,processed cheese,shopping bags,snack products,waffles,,,,,,,,,,,,,,,,,,,,,
18558,canned beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
